
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
        25        26      3.827986E-17     -1.729160E-16      8.504098E-04     -1.732143E-05      9.278030E-16     -9.407720E-17	
        26        26      1.072818E-16     -1.682831E-16      8.004041E-04     -8.230160E-05      4.590238E-16     -5.370049E-17	
        27        26      1.192952E-16     -1.664525E-16      6.876801E-04     -1.416827E-04     -4.611281E-17      7.985240E-18	
        28        26      8.906341E-17     -1.261118E-16      5.209284E-04     -1.894328E-04     -4.731652E-16      3.445585E-17	
        29        26      4.058022E-17     -8.404311E-17      3.143391E-04     -2.206610E-04     -9.485605E-16      6.670072E-17	
        30        26     -3.715344E-17     -5.659322E-17      8.625029E-05     -2.320183E-04     -1.332884E-15      6.144405E-17	
        31        26     -6.351252E-17     -7.552187E-17     -1.425381E-04     -2.219616E-04     -1.544174E-15     -7.627200E-18	
        32        26     -5.848443E-17     -1.180012E-16     -3.506358E-04     -1.908553E-04     -1.621635E-15      1.591656E-19	
        33        26      7.515450E-15     -6.657389E-17     -3.506358E-04     -1.908553E-04      1.324732E-05      2.338790E-17	
        34        26      5.460297E-15     -5.405487E-17     -3.629754E-04     -3.924978E-05      1.056763E-05      3.162678E-17	
        35        26      3.265473E-15     -3.974571E-17     -3.702279E-04      1.232051E-04      3.263647E-06      1.447506E-18	
        36        26      9.545368E-16     -3.632731E-17     -3.683640E-04      2.516039E-04     -7.452907E-06     -1.141949E-17	
        37        26     -1.366743E-15     -4.204986E-17     -3.546217E-04      3.104548E-04     -2.026934E-05      8.879591E-19	
        38        26     -3.608068E-15     -7.008814E-17     -3.275753E-04      2.834903E-04     -3.383692E-05     -6.530982E-17	
        39        26     -5.752718E-15     -1.010986E-16     -2.871363E-04      1.781640E-04     -4.684263E-05      2.282691E-17	
        40        26     -7.757157E-15     -7.228054E-17     -2.344808E-04      2.358988E-05     -5.808192E-05      5.032213E-17	
        41        26     -9.556377E-15     -3.742200E-18     -1.719065E-04     -1.375049E-04     -6.652710E-05      6.901753E-17	
        42        26     -1.109522E-14      3.654813E-17     -1.026252E-04     -2.605908E-04     -7.138605E-05      1.730272E-17	
        43        26     -1.234884E-14      4.540696E-17     -3.050388E-05     -3.116447E-04     -7.214685E-05      9.153701E-18	
        44        26     -1.326212E-14      5.099414E-17      4.023077E-05     -2.765543E-04     -6.860498E-05      2.591610E-17	
        45        26     -1.383319E-14      5.491540E-17      1.053053E-04     -1.650193E-04     -6.087093E-05     -2.424296E-17	
        46        26     -1.402154E-14      2.438556E-17      1.607098E-04     -7.869969E-06     -4.935748E-05     -2.324842E-17	
        47        26     -1.380219E-14      1.003260E-17      2.029855E-04      1.514548E-04     -3.474719E-05     -8.487527E-18	
        48        26     -1.319559E-14     -1.310962E-17      2.294709E-04      2.689147E-04     -1.794229E-05     -2.517587E-18	
        49        26     -1.224164E-14     -3.445656E-17      2.384901E-04      3.120417E-04      2.138359E-17     -2.477541E-17	
        50        26     -1.096692E-14     -2.525124E-17      2.294709E-04      2.689147E-04      1.794229E-05      4.540513E-17	
        51        26     -9.374878E-15      1.101066E-17      2.029855E-04      1.514548E-04      3.474719E-05      1.616416E-17	
        52        26     -7.544708E-15      3.971579E-17      1.607098E-04     -7.869969E-06      4.935748E-05      4.761468E-17	
        53        26     -5.523766E-15      5.358390E-17      1.053053E-04     -1.650193E-04      6.087093E-05     -3.636910E-18	
        54        26     -3.367948E-15      6.310769E-17      4.023077E-05     -2.765543E-04      6.860498E-05      1.084609E-17	
        55        26     -1.108664E-15      6.557587E-17     -3.050388E-05     -3.116447E-04      7.214685E-05      7.407473E-18	
        56        26      1.201145E-15      5.866419E-17     -1.026252E-04     -2.605908E-04      7.138605E-05      2.643445E-18	
        57        26      3.476620E-15      4.495359E-17     -1.719065E-04     -1.375049E-04      6.652710E-05     -1.321832E-17	
        58        26      5.669367E-15      2.797129E-18     -2.344808E-04      2.358988E-05      5.808192E-05     -7.367392E-17	
        59        26      7.694445E-15     -5.434773E-17     -2.871363E-04      1.781640E-04      4.684263E-05     -3.765369E-17	
        60        26      9.479572E-15     -1.030991E-16     -3.275753E-04      2.834903E-04      3.383692E-05     -5.931009E-17	
        61        26      1.103793E-14     -1.377100E-16     -3.546217E-04      3.104548E-04      2.026934E-05     -1.066332E-17	
        62        26      1.227953E-14     -1.460311E-16     -3.683640E-04      2.516039E-04      7.452907E-06      1.831214E-17	
        63        26      1.319563E-14     -1.271357E-16     -3.702279E-04      1.232051E-04     -3.263647E-06      2.240096E-17	
        64        26      1.373103E-14     -1.181499E-16     -3.629754E-04     -3.924978E-05     -1.056763E-05     -3.726117E-18	
        65        26      1.392121E-14     -1.180012E-16     -3.506358E-04     -1.908553E-04     -1.324732E-05      4.716119E-18	
         1        27      0.000000E+00      0.000000E+00     -1.424673E-19      0.000000E+00      0.000000E+00      0.000000E+00	
         2        27     -2.458711E-15      3.983512E-16     -1.038782E-16     -1.654249E-16     -3.111158E-04      4.515155E-15	
         3        27     -8.118585E-15      6.343580E-16     -3.275017E-16     -2.099601E-16     -5.917774E-04      6.375168E-15	
         4        27     -1.434151E-14      7.145698E-16     -5.297812E-16     -1.450214E-16     -8.145117E-04      5.718361E-15	
         5        27     -1.886944E-14      7.069633E-16     -6.352615E-16     -6.821448E-17     -9.575159E-04      3.141573E-15	
         6        27     -2.032087E-14      7.203319E-16     -6.806737E-16     -4.683285E-18     -1.006792E-03     -3.399876E-16	
         7        27     -1.813985E-14      8.157744E-16     -7.366549E-16     -9.929747E-17     -9.575159E-04     -4.002816E-15	
         8        27     -1.249590E-14      8.977525E-16     -9.084482E-16     -2.416014E-16     -8.145117E-04     -7.169122E-15	
         9        27     -4.291223E-15      8.919773E-16     -1.170304E-15     -3.059369E-16     -5.917774E-04     -8.974606E-15	
        10        27      4.824091E-15      8.117178E-16     -1.433360E-15     -2.434146E-16     -3.111158E-04     -8.827316E-15	
        11        27      1.279874E-14      6.826253E-16     -1.579424E-15     -5.346877E-17     -2.499166E-16     -6.743494E-15	
        12        27      1.792767E-14      5.323571E-16     -1.514802E-15      1.999672E-16      3.111158E-04     -3.281274E-15	
        13        27      1.917127E-14      4.206770E-16     -1.177310E-15      4.510018E-16      5.917774E-04      7.884552E-16	
        14        27      1.642594E-14      3.050996E-16     -6.624841E-16      5.642570E-16      8.145117E-04      4.485581E-15	
        15        27      1.058524E-14      1.536999E-16     -7.364624E-17      6.088187E-16      9.575159E-04      6.909878E-15	
        16        27      3.156510E-15      1.122526E-17      5.092157E-16      5.418714E-16      1.006792E-03      7.705479E-15	
        17        27      0.000000E+00      0.000000E+00     -1.343228E-19      0.000000E+00      0.000000E+00      0.000000E+00	
        18        27      4.845548E-17      8.066461E-17     -2.279030E-17     -3.987389E-17      2.101356E-04     -9.016318E-17	
        19        27      1.657703E-16      9.278405E-17     -1.674753E-16     -1.883496E-16      3.997016E-04     -1.357391E-16	
        20        27      3.153800E-16      6.314026E-18     -5.122172E-16     -4.251355E-16      5.501421E-04     -1.143370E-16	
        21        27      4.698639E-16     -1.039580E-16     -1.032616E-15     -5.881308E-16      6.467308E-04     -1.578523E-16	
        22        27      6.438947E-16     -1.773310E-16     -1.605921E-15     -5.920824E-16      6.800130E-04     -1.622503E-16	
        23        27      6.948501E-16     -2.426764E-16     -2.113208E-15     -4.606565E-16      6.467308E-04      5.039250E-17	
        24        27      4.583468E-16     -3.447955E-16     -2.469609E-15     -2.509478E-16      5.501421E-04      4.297926E-16	
        25        27     -9.323360E-17     -4.917151E-16     -2.640289E-15     -4.232518E-17      3.997016E-04      6.111609E-16	
        26        27     -6.149170E-16     -7.221186E-16     -2.531368E-15      2.427061E-16      2.101356E-04      4.257560E-16	
        27        27     -8.119341E-16     -9.798022E-16     -2.123607E-15      5.507932E-16      4.888367E-16     -3.085607E-17	
        28        27     -5.621540E-16     -1.240573E-15     -1.460175E-15      7.762542E-16     -2.101356E-04     -4.163101E-16	
        29        27     -8.915287E-17     -1.423662E-15     -6.833455E-16      7.881963E-16     -3.997016E-04     -4.826551E-16	
        30        27      3.079843E-16     -1.499649E-15      5.113169E-17      6.744786E-16     -5.501421E-04     -2.663103E-16	
        31        27      3.786077E-16     -1.475844E-15      6.483269E-16      4.930758E-16     -6.467308E-04      1.181824E-16	
        32        27      1.786198E-16     -1.397351E-15      1.132711E-15      4.344455E-16     -6.800130E-04      2.393824E-16	
        33        27      3.156510E-15      1.122526E-17      5.092157E-16      5.418714E-16     -2.079624E-16     -6.032743E-16	
        34        27      2.372115E-15     -5.700826E-16      6.995048E-16      2.013079E-16     -1.822190E-16     -5.659529E-16	
        35        27      1.540924E-15     -1.070019E-15      8.386625E-16     -2.211625E-16     -1.050325E-16     -4.046886E-16	
        36        27      5.781898E-16     -1.308061E-15      8.888988E-16     -7.502265E-16      1.286961E-17     -3.783055E-17	
        37        27     -5.817710E-16     -1.179654E-15      8.704204E-16     -1.029698E-16      1.562236E-17      2.779880E-16	
        38        27     -1.852081E-15     -8.642783E-16      8.620647E-16     -6.794287E-16     -1.867810E-18      3.357848E-16	
        39        27     -3.111873E-15     -5.653168E-16      8.524882E-16     -9.945432E-16      3.463753E-17      2.693863E-16	
        40        27     -4.129128E-15     -2.872758E-16      7.974657E-16     -1.515349E-16      7.903674E-17      2.798836E-16	
        41        27     -4.935564E-15      3.782671E-17      6.893131E-16      5.084624E-16      1.335796E-16      3.329057E-16	
        42        27     -5.636416E-15      4.003555E-16      4.967869E-16      5.993666E-16      2.193285E-16      3.052047E-16	
        43        27     -6.254824E-15      6.903244E-16      2.230342E-16      9.003216E-16      2.765602E-16      2.473185E-16	
        44        27     -6.660159E-15      8.967874E-16     -8.148543E-17      1.132920E-15      2.657808E-16      1.739040E-16	
        45        27     -6.801759E-15      1.054401E-15     -3.428618E-16      4.343444E-16      2.330166E-16      1.161215E-16	
        46        27     -6.716350E-15      1.128531E-15     -5.634262E-16     -5.646081E-16      2.028551E-16      1.608651E-17	
        47        27     -6.530787E-15      1.070735E-15     -7.594218E-16     -4.465352E-16      1.892754E-16     -1.387771E-16	
        48        27     -6.327019E-15      8.172331E-16     -8.805497E-16     -4.434233E-16      8.579198E-17     -4.176481E-16	
        49        27     -6.046985E-15      2.821838E-16     -8.938796E-16     -6.219753E-16     -3.642484E-17     -6.707687E-16	
        50        27     -5.594678E-15     -4.261448E-16     -7.952470E-16     -8.815186E-16     -1.412580E-16     -7.230686E-16	
        51        27     -4.849311E-15     -1.068138E-15     -5.991081E-16     -7.858370E-16     -2.488561E-16     -5.270356E-16	
        52        27     -3.849146E-15     -1.462109E-15     -3.287041E-16      1.766240E-17     -2.970428E-16     -2.547733E-16	
        53        27     -2.708045E-15     -1.628642E-15     -8.276027E-17      6.513199E-16     -1.992280E-16     -5.781843E-17	
        54        27     -1.529991E-15     -1.580136E-15      7.297695E-17      5.680256E-16     -1.254158E-16      1.743266E-16	
        55        27     -4.013386E-16     -1.256958E-15      1.917485E-16      8.110557E-16     -1.282705E-16      4.210732E-16	
        56        27      6.773004E-16     -7.263297E-16      3.765195E-16      4.709861E-16     -1.750484E-16      5.925482E-16	
        57        27      1.725418E-15     -1.297105E-17      5.835498E-16      5.967786E-16     -1.704367E-16      8.104768E-16	
        58        27      2.743262E-15      8.207317E-16      7.266602E-16      3.633925E-16     -9.755077E-17      7.956309E-16	
        59        27      3.691820E-15      1.507150E-15      7.747820E-16     -6.480023E-18     -6.451574E-18      5.241714E-16	
        60        27      4.598329E-15      1.849587E-15      7.739157E-16     -6.382413E-16     -1.059215E-17      1.369504E-16	
        61        27      5.476423E-15      1.767626E-15      7.768661E-16     -1.364312E-15     -1.395364E-17     -2.729477E-16	
        62        27      6.202454E-15      1.316887E-15      8.155257E-16     -9.665133E-16     -6.937202E-17     -6.029121E-16	
